Categoria;Codigo;Texto breve de material;Ubicación;Imagen
Polietileno;10004902;"SILLETA AUTOPER PE80 D 3""X3/4"" IPS TERM";5B2;
Polietileno;10004903;"SILLETA AUTOPER PE80 D 4""X1"" IPS TERM";5B2;
Polietileno;10004904;"SILLETA AUTOPER PE80 D 6""X1"" IPS TERM";5B2;
Polietileno;10004905;"SILLETA AUTOPER PE100 D 2""X3/4"" IPS";5B2;
Polietileno;10004906;"SILLETA AUTOPER PE100 D 3""X3/4"" IPS";5B2;
Polietileno;10004907;"SILLETA AUTOPER PE100 D 4""X3/4"" IPS SOCK";5B2;
Polietileno;10004908;"SILLETA AUTOPER PE100 D 6""X3/4"" IPS";5B2;
Estaciones;10004917;"SOPORTE TUBING DE 1/2"" OD, 6 CANALES.";5A1;
Rep.Herra.Varios;10004921;TOMA HEMBRA 15 AMP 125V POLO A TIERRA;C.OF.P;
Internas;10004922;TAPA REGISTRO BLANCA PARA VALVULA CR;4A2;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBG1r3tKq968GPRW3scV1VNn0DbAiX3UsIzQ&s
Acometidas;10004923;"TAPON HEMBRA LAT DIAM 1/4"" NPT X 15MM";3A2;https://www.instrutek.com.mx/cdn/shop/files/D_781533-MLM53385791267_012023-B_1024x.jpg?v=1736811833
Acometidas;10004924;"TAPON HEMBRA DIAM 1"" PARA CORTE DE GAS";3A2;
Internas;10004925;"TAPON LAT D 1/2"" FLARE-M X26,90MM LONG";3A2;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7n0vzbyBTNSCqX_OoIVLfCRTe_m9a3RroA9Ksi5bPFQ&s
Acometidas;10004926;TAPON MACHO DIAM 1 IN PARA CORTE DE GAS;C.C.E3C;
Acero;10004927;"TAPON MACHO AC DIAM 1-1/2"" X 3000 LB";6B2;https://image.made-in-china.com/202f0j00cRTqDOrEIikt/ASME-B16-11-F316-316L-3000lb-Threaded-Hex-Head-Plug.webp
Galvanizados;10004928;"TAPON MACHO GALV DIAM 1"" NPT";3B2;https://www.ferreteriabervar.com/cdn/shop/files/TAPON_GALVANIZADO_1_MACHO_62644273-a8e9-4197-9535-f3a7909bceb0.png?v=1763741741
Galvanizados;10004929;"TAPON MACHO GALV DIAM 1-1/2"" NPT";3B2;https://ferreteriavidri.com/images/items/large/14102.jpg
Galvanizados;10004930;"TAPON MACHO GALV DIAM 1-1/4"" NPT";3B2;
Polietileno;10004932;"TAPON PE100 D 2"" IPS TOPE";5B2;https://www.transglass.es/2806-large_default/tapon-largo-pe100-sdr11-tope-200.jpg
Polietileno;10004933;"TAPON PE100 D 3"" IPS TOPE";5B2;https://tuvalrep.com.co/wp-content/uploads/2023/07/Tapon-Polietileno.jpg
Polietileno;10004934;"TAPON PE100 D 3/4"" IPS SOCKET";5B2;https://i.ibb.co/zhNDmyCv/10004934.jpg
Polietileno;10004935;"TAPON PE100 D 6"" IPS TOPE";5B2;
Estaciones;10004936;"TEE AC INOX D 1/2"" X 1/2"" OD X 1/2"" NPTM";C.C.E4E;https://www.parker.com/content/dam/Parker-com/Online/Product-Images/Instrumentation-Products-Division/zoom_1000x1000/A-LOK-NPT-Male-Branch-Tee_zm.png
Estaciones;10004937;"TEE ACERO INOX 1/4"" X 1/4"" X 1/4"" OD";C.C.E4C;https://i.ebayimg.com/images/g/JGYAAOSwXGtk1jGT/s-l400.jpg
Acero;10004938;"TEE AC D 1-1/4"" X 3000 LB ROSCADA";6A2;https://www.toolferreterias.com/cdn/shop/products/47030016_7e6c412b-af53-4765-9930-760cc843c77f.jpg?v=1707262829
Acero;10004939;"TEE AC D 1/2"" X 3000 LB ROSCADA";6A2;https://m.media-amazon.com/images/I/61Mng0qAgfL._AC_UF350,350_QL80_.jpg
Acero;10004940;"TEE AC D 1/4"" X 3000 LB ROSCADA";6B2;https://cdn.ready-market.com.tw/66ebd90a/Templates/pic/Threaded-Tee-3000Lb-TT3.jpg?v=b400e270
Acero;10004941;"TEE AC D 3/4"" X 3000 LB ROSCADA";6A2;https://ferropetrol.com/cdn/shop/files/tee-acero-al-carbon-npt-1-1_da5f2c3c-ad12-4ece-929c-73947b5d8229.jpg?v=1736978364
Estaciones;10004942;"TEE CALLE INOX 1/4"" X1/4"" X 1/4""NPTH";C.C.E4E;https://d2pxk6qc9d6msd.cloudfront.net/52578.jpg
Galvanizados;10004943;"TEE HIERRO GALV D 1-1/4"" NPT-H X 150 LB";3A2;https://repares.com.co/99-large_default/tee-galvanizada.jpg
Galvanizados;10004944;"TEE HIERRO GALV D 2"" NPT-H X 150 LB";3B4M1D;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScc4sGX2HN5ZWfvQ14h3RetuotdaPlw0Aamw&s
Galvanizados;10004945;"TEE GALV DIAM 3"" NPT-H X 150 LB";3B2;https://tuvalrep.com.co/wp-content/uploads/2022/03/Tee-Galva.webp
Estaciones;10004947;"TEE LATERAL AC INOX 1/4"" OD X 1/4"" NPTH";C.C.E4C;https://i.ebayimg.com/images/g/vG8AAOSwql5kPxKm/s-l400.jpg
Polietileno;10004948;"TEE PE100 D 2"" IPS TOPE";5B2;
Polietileno;10004949;"TEE PE100 D 4"" IPS TOPE";6A1;
Polietileno;10004950;"TEE PE100 D 6"" IPS TOPE";5B2;
Polietileno;10004951;"TEE  PE80 D 1"" X 1/2"" X 1"" IPS SOCKET";1A1;
Polietileno;10004952;"TEE PE DIAM 1-1/4"" SOCKET";1A1;
Estaciones;10004953;"TERMOMETRO INOX CARA D 3"" RGO -20-120°C";C.C.E9D;https://i.ibb.co/4ZYQN7P6/10004953.jpg
Estaciones;10004954;"TERMOMETRO INOX CARA D 3"", -40/160 GR C";C.C.E8D;https://i.ibb.co/MycsD2SJ/10004954.jpg
Estaciones;10004957;"TERMOPOZO 1/2"" NPTH INT X 3/4"" NPTM EXT";5B1;https://http2.mlstatic.com/D_NQ_NP_659098-MLM90199025284_082025-O.webp
Estaciones;10004958;"TERMOPOZO 1/2"" NPTH INT X 1"" NPTM EXT";5B1;https://ae01.alicdn.com/kf/S3dd3b13520bf4baa8a5e9122e371fffdv.jpeg
Rep.Herra.Varios;10004962;TORNILLO ELAD HEAD TORNILLO;C.C.E9B;
Estaciones;10004964;TRADUCTOR PRESION RNG 0-1000 PSI 5 VDC;C.C.E2C;
Estaciones;10004965;TRADUCTOR PRESION 0-1000PSI MONT/INTERN;C.C.E2D;
Estaciones;10004966;TRADUCTOR PRESION 0-300 PSI 5 VDC C/C;C.C.E2C;https://i.ibb.co/SDnz6bpn/10004966.jpg
Estaciones;10004968;TRADUCTOR PRESION 0-300 PSI 10 VDC S/C;C.C.E2C;
Estaciones;10004969;TRADUCTOR PRESION 0-5000PSI MONT INTERNO;C.C.E2C;
Acero;10004970;"TUBERIA AC D  1"" API5LX52 S/C SCH40";3A4;
Acero;10004971;"TUBERIA AC 2"" API 5L X42  SCH160";3A4;https://i.ibb.co/BmtkRqV/10004971.jpg
Galvanizados;10004972;"TUBERIA ACERO GALV SCH40 D 2"" NPT-M";3A3;
Polietileno;10004973;"TUBERIA PE100 D 3/4"" IPS RDE11 NARANJ AD";1A1;
Polietileno;10004974;"TUBERIA PE100 D 6"" IPS RDE11 NARANJA AD";BD2;
Estaciones;10004976;"TUERCA AC INOX D 1/4"" OD";C.C.E4B;https://img.alicdn.com/bao/uploaded/i4/352088048/O1CN016Cbxtv29K2MdT8I2b_!!352088048.jpg
Estaciones;10004977;"UNION COUPLING DE AC DIAM 3"" X 3000 LB";6A2;
Estaciones;10004978;"UNION DIELECTRICA D 1/2"" OD AC INOX 316";C.C.E4D;https://www.prochem.com.au/images/thumbs/0007656_63mm-od-dielectric-union-gyrolok-316_360.jpeg
Estaciones;10004979;"UNION DIELECTRICA D 1/4"" OD AC INOX 316";C.C.E4B;https://lh4.googleusercontent.com/proxy/310yTo39VmiD2GD_zK3Z0V1LKfJMx5scNaFLQ12K8qjcJGs_NY424oDB--SvwkG7QeSuVQvGoWW7TJPF40-S0dytqbQJtIeMbKwCcKzmNt4Ux5xSfBjQdPYQ4SZKWyQ
Internas;10004980;"UNION LATON D 1/2"" FLARE SIN TUERCA";3A2;https://repuestosmultiaire.cl/wp-content/uploads/2025/02/X_union2076.jpg
Acero;10004981;"UNION MEDIA AC DIAM 1"" X 3000 LB";6B2;https://provindus.com.py/public/storage/media/large_Dr8u2M9TFZJmLU6RFjtclogWFTkhmIMmYEPS8pUj.jpg
Polietileno;10004982;"UNION PE100 D 2"" IPS ELECTROFUSION";5B2;
Polietileno;10004983;"UNION PE100 D 3"" IPS ELECTROFUSION";5B2;
Polietileno;10004984;"UNION PE100 D 4"" IPS ELECTROFUSION";5B2;
Polietileno;10004985;"UNION PE100 D 6"" IPS ELECTROFUSION";5B2;https://i.ibb.co/qYQ8zhyZ/10004985.png
Polietileno;10004986;"UNION PE80 D 6"" IPS ELECTROFUSION";5A2;
Polietileno;10004987;"UNION PE100 D 3/4"" IPS SOCKET";5B2;https://i.ibb.co/1JMTScHf/10004987.jpg
Polietileno;10004989;"UNION PE DIAM 1-1/4"" IPS SOCKET AMARILLO";1A1;
Polietileno;10004991;"UNION PE80 D 4"" IPS SOCKET";1A1;
Acero;10004992;"UNION SIMPLE AC D 3"" X 3000 LB";6A2;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCCY94fyFILq80sEviRz6X-iHfH5x9cpoVDA&s
Galvanizados;10004993;"UNION SIMPLE HIERRO GALV D 1-1/4"" NPTH";3B2;
Galvanizados;10004994;"UNION SIMPLE HIERRO GALV D 2"" NPTH";4A2;
Galvanizados;10004995;"UNION SIMPLE GALV DIAM 3"" NPT";3B2;
Polietileno;10004996;"UNION TRANSICION PE D 6"" IPS RDE11 TOPE";1A1;
Acero;10004997;"UNION UNIVERSAL AC D 1"" X 3000#";6B2;https://www.vsiperu.com/wp-content/uploads/2019/07/Mesa-de-trabajo-13.png
Acero;10004998;"UNION UNIVERSAL AINOX D1/4"" 316LX3000 LB";C.C.E4B;https://i.ebayimg.com/00/s/OTYwWDEyODA=/z/ecYAAOSwgoxkP-PB/$_57.JPG?set_id=880000500F
Galvanizados;10004999;"UNION UNIV GALV D 1-1/4"" NPT-H ASIENTO P";3A2;https://www.lewonski.com/sites/default/files/productos_ws/0050266-03.jpg
Galvanizados;10005000;"UNION UNIV GALV D 2"" NPT-H ASIENTO P";3A2;https://http2.mlstatic.com/D_Q_NP_2X_748978-MLV44485262966_012021-T.webp
Galvanizados;10005001;"UNION UNIV GALV D 3"" NPT-H ASIENTO P";3A2;https://http2.mlstatic.com/D_NQ_NP_2X_706078-MLV77495303850_072024-T.webp
Estaciones;10005002;"VALVULA BOLA TRES VIAS 1/4""OD AINOX 316";C.C.E4D;https://i.ibb.co/vvjV6MnD/10005002.png
Estaciones;10005003;"VALV AGUJA AC INOX D 1/2"" X 4000 NPTMH";C.C.E5B;https://i.ibb.co/rhjRrrC/10005003.png
Estaciones;10005004;"VALV DE AGUJA 1/4"" NPTH X NPTM 5000 PSI";C.C.E4D;https://i.ibb.co/YFqsCX8p/10005004.png
Estaciones;10005005;"VALVULA DE ALIVIO 1/4"" NPT PARA REGULAD";C.C.E2B;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpKAFWAGAsEFe_iaQdwii1RVv1OKeqEjnzK088CUXdEQ&s
Estaciones;10005006;"VALVULA DE ALIVIO DIAM 1/4"" PARA CARG";C.C.E4C;https://i.ibb.co/zDYz4NC/10005006.jpg
Acero;10005007;"VALVULA BOLA FLANCHADA AC D 3"" ANSI 600";S.P.M;https://image.made-in-china.com/202f0j00JjWbZBLnwkca/API600-Two-Piece-Body-Wcb-Floating-Ball-Valve-3inch-Class600.webp
Galvanizados;10005009;"VALVULA CR D 1-1/2"" NPT-H";2B1;https://i.ibb.co/WNFbmtp6/10005009.jpg
Galvanizados;10005010;"VALVULA CR D 1-1/4"" NPT-H";2B1;
Galvanizados;10005013;"VALVULA CR D 2"" NPTH X 150 LB";2B1;https://http2.mlstatic.com/D_NQ_NP_800423-MLM69221336002_052023-O.webp
Galvanizados;10005014;"VALVULA CR D   3/8"" NPT-H";2B1;
Acometidas;10005015;"VALVULA CR D   3/8"" NPT-H X 1/4"" NPT-M";2B1;https://i.ibb.co/G4rP3T0s/10005015.jpg
Acero;10005016;"VALVULA COMPUERTA 4"" X 300 PASO COMPLETO";5A1;https://i.ebayimg.com/images/g/SIIAAOSwrvpoH2ju/s-l1200.webp
Acero;10005017;"VALVULA GLOBO FLANCHADA AC D 2"" ANSI 300";S.P.M;https://ecommercer.granadaycia.com/backend/admin/backend/web/archivosDelCliente/items/images/Val-Acero-carbon-Valvula-Cortina-Flanchada-V-CORTINA-AC-300-A216-WCB-RF-2-CRN-146820210415092901.JPG
Acero;10005018;"VALVULA GLOBO FLANCHADA AC D 2"" ANSI 600";S.P.M;https://www.lenmark.com/cdn/shop/products/304490.webp?v=1703376911
Acero;10005019;"VALVULA GLOBO ROSC D1"" X 800-1500 PSI";5A1;https://tuvalrep.com.co/wp-content/uploads/2023/07/Valvula-Globo-Acero-Carbon-Roscado-x-800-1.jpg
Polietileno;10005023;"VALVULA PE100 D 2"" IPS RDE11 TOPE NEGRO";5B2;
Polietileno;10005024;"VALVULA PE100 D 3"" IPS RDE11 TOPE NEGRO";5B2;
Polietileno;10005025;"VALVULA PE100 D 4"" IPS RDE11 TOPE NEGRO";3B2;
Polietileno;10005026;"VALVULA PE100 D 6"" IPS RDE11 TOPE NEGRO";6B1;
Estaciones;10005029;VALVULA SOLENOIDE NEUMAT ACTUAD0R SHAFER;5A1;
Estaciones;10005037;PANEL SOLAR 130W 12V;6B2;https://renogensolar.com/wp-content/uploads/2017/07/Poly130w_1.png
Rep.Herra.Varios;10005038;BATERIA 12 VDC  250 AH;6A1;
Rep.Herra.Varios;10005040;REGULADOR SOLAR 20 AMP 12 VDC;C.C.E7B;https://i.ibb.co/qYdN3TSZ/10005040.jpg
Acero;10005076;"BRIDA WN AC FORJADO D 6"" ANSI 300 RF";6B2;https://http2.mlstatic.com/D_NQ_NP_676501-MLV77488048767_072024-O.webp
Acero;10005077;"BRIDA CIEGA AC FORJADO D 2"" ANSI 300 RF";6B2;https://www.tubosmonterrey.com.mx/wp-content/uploads/2021/08/Brida-ciega.jpg
Acero;10005082;"CAP AC CARBON D 6"" SCH40";6B2;https://http2.mlstatic.com/D_NQ_NP_639040-MLA77601856148_072024-O.webp
Estaciones;10005150;"FERRULES (JUEGO) AC INOX D 1/4"" OD";C.C.E4C;https://www.swagelok.com/assets/images/product_images/large/SS-200-SET.jpg?impolicy=product
Estaciones;10005172;MANOMETRO 200 PSI CAR 2-1/2P RECA- INOX;C.C.E8C;
Medidores;10005188;MEDID 40 M3H ROT 20 BAR ANSI 150 G25 EP;C.M.R;
Medidores;10005189;MEDIDOR  65 M3H ROT 16BAR ANSI150 G40 EP;C.M.R;
Rep.Herra.Varios;10005373;CHALECO IMPERMEABLE TIPO CONJ. MOTO NEVA;5A1;
Rep.Herra.Varios;10005412;"CORTA TUBO DE TUB COBRE D 1/8"" A 1-1/8""";5A1;https://m.media-amazon.com/images/I/51IRIv8XakL._AC_UF894,1000_QL80_.jpg
Rep.Herra.Varios;10005441;GUANTE  NITRILO KLEENGUARD G40 TALLA 10;5A1;
Rep.Herra.Varios;10005452;JUEGO EXPANDER Y PRENSA TUB.COBRE D 1/2;C.C.E5B;https://iprpartesyrepuestos.com/wp-content/uploads/2018/09/505-0027-1-700x700.jpg
Rep.Herra.Varios;10005463;LLAVE DE BOCA DE 3/4 X7/8 STANLEY;C.OF.P;
Estaciones;10005474;"MANOMETRO RECA 0-1000 PSIG CARAT 4-1/2""";C.C.E9A;https://i.ibb.co/Hfmvm3H3/10005474.jpg
Rep.Herra.Varios;10005502;"PINZA MECANICA MACHO SOLO 1/2""- 3/4"" IPS";4A2;
Polietileno;10005534;"SILLETA AUTOPER PE80 D 4""X3/4"" IPS TERM";5B2;
Reguladores;10005634;"REGULADOR 35 M3H CD 1"" NPTH HUMCAR R50SE";4B1;
Polietileno;10005701;"SILLETA AUTOPER PE80 D 2""X3/4"" IPS TERM";5B2;
Polietileno;10005702;"SILLETA AUTOPER PE80 D 3"" X 1"" IPS TERM";5B2;
Polietileno;10005705;"SILLETA AUTOPER PE80 D 6""X3/4"" IPS TERM";5B2;https://i.ibb.co/0yHYRnXG/10005705.png
Estaciones;10005724;"TAPON AC INOX 1/2"" OD";C.C.E4C;https://image.made-in-china.com/2f0j00WvOGIJTEapor/SS316-Stainless-Steel-Double-Ferrules-Inch-Plugs-1-16-2-Tube-Fitting.webp
Estaciones;10005726;TAPON AC INOX 1/4” OD;C.C.E4C;https://i.ebayimg.com/images/g/gP4AAOSw7qNoAk-P/s-l400.jpg
Estaciones;10005731;TAPON DE PURGA 1/4 NPTM;C.C.E3C;https://static.grainger.com/rp/s/is/image/Grainger/1A326-A3020-1_v1?$zmmain$
Rep.Herra.Varios;10005797;"TORNILLOS DE 5/8"" X 2""";3B4M2C;
Rep.Herra.Varios;10005813;"TUBERIA CONDUIT PVC DIAM 3/4""";4A3;https://cubettu.com/wp-content/uploads/2020/05/conduit.png
Rep.Herra.Varios;10005891;"ACOPLE FLEXIMET ANTIEXP D 3/4""- 18"" LONG";C.C.E7B;https://www.esina.cl/wp-content/uploads/2021/07/EXLK218.jpg
Estaciones;10006132;"MANOMETRO  0-60 PSI CAR 2-1/2"" NO CALIB";C.C.E8C;
Rep.Herra.Varios;10006174;48828P034 PLATO BASE ODOMETRO AMCO AL800;C.C.E6A;
Rep.Herra.Varios;10006214;21359P014 TALCO ODOMETRO MED AMCO AL800;C.C.E6A;
Polietileno;10006280;"PINZA SUJETADORA TERMOFUSION D 1-1/2""IPS";5A1;
Polietileno;10006283;"BISELADOR MANUAL PARA TUB PE DE 2""-4""";5A1;
Rep.Herra.Varios;10006285;BISELADOR SEGURO DE BISELADOR RAIL LACH;C.C.E5E;
Rep.Herra.Varios;10006286;BISELADOR TRIMER MOTOR FUSE BUS 7 AMP;C.C.E5E;
Rep.Herra.Varios;10006287;"CARA PARA FUSION SILLETA DE 1-1/2"" IPS";5A1;
Rep.Herra.Varios;10006288;"CARA PARA FUSION SILLETA DE 6"" IPS 2P";5A1;
Rep.Herra.Varios;10006289;CARA PLANA PARA CALENTADOR 2SW;5A1;
Rep.Herra.Varios;10006291;CINTA PARA USO EN ELECTRICIDAD EN VINILO;C.C.E4A;https://ingecomsas.com/wp-content/uploads/2024/06/CDU-30X.jpg
Polietileno;10006292;"REDUCCION PE80 D 1-1/4""X1/2"" IPS SOCKET";1A1;
Internas;10006401;"TUBERIA PEALPE 1216 (D 1/2"") BLANCA";7;
Estaciones;10006413;"CONECTOR AC INOX 1/2"" OD X 1/4"" NPTM";C.C.E4D;https://www.famiq.com.ar/uploads/materiales/mediana/RECTO-MACHO-HAMLET-725B-1.JPG
Estaciones;10006435;"KIT AISLAMIENTO D  2"" ANSI 600";5B1;
Rep.Herra.Varios;10006520;"BISELADOR-CALIBRADOR TUBERIA D 1"" IPS";5A1;
Rep.Herra.Varios;10006524;"CONECTOR CURVO M26 X 3"" D1/2"" NPT LATON";5B1;
Rep.Herra.Varios;10006525;PLATO INF DIAFRAGMA ZSC-100 Y ZSC-150;C.C.E3E;https://i.ibb.co/dwvC5XC4/10006525.jpg
Reguladores;10006526;70017P041 RESORTE REGULADOR AMCO 1200;C.C.E3B;
Estaciones;10006527;"VALVULA BOLA AC D 1"" NPTH X 3000 PSIG";5A1;https://static.grainger.com/rp/s/is/image/Grainger/1CKK8-A3020-1_v2?hei=800&wid=929
Rep.Herra.Varios;10006528;TRANSMISOR DE PULSO DE 50 REV CORRECTOR;C.C.E4A;
Rep.Herra.Varios;10006529;"PAPEL HUMEDO. ESP1/16"" MEDROCKWEL 5000";5B1;
Rep.Herra.Varios;10006530;"DOBLA TUBO PE-AL-PE D 1/2""  BENDING TOOL";5B1;
Estaciones;10006532;"FILTRO CUERPO TAPA ALUM CONEX 1"" NPT";5B1;
Rep.Herra.Varios;10006533;CONECTOR FLEXIBLE MANGUERA SIN ACOPLE;5B1;
Reguladores;10006534;"PILOTO AFV 2"" RANGO RESORTE 10 A 75 PSI";5A1;
Reguladores;10006535;"71411P014 RESORT 25-150 PSI PILOTO AFV2""";C.C.E3B;
Rep.Herra.Varios;10006537;"LLAVE DE BOCA 10"" X 11""";C.OF.P;
Rep.Herra.Varios;10006538;SELLO PLOMO PARA MEDIDOR METREX;5B1;
Rep.Herra.Varios;10006539;54871A011 TREN DE ENGRANAJE AMCO AL1400;C.C.E9D;
Rep.Herra.Varios;10006540;UNIDAD. PARA TURBINA T18 MARK II;C.C.E9D;
Reguladores;10006541;PILOTO PARA AMCO 1803PFM;C.C.E3D;
Rep.Herra.Varios;10006542;"RATCHET REVERSIBLE MANUAL 15-3/4""";C.OF.P;
Rep.Herra.Varios;10006543;PICO Y AZADON CON CABO;5A1;
Polietileno;10006544;"TUBERIA PE100 D 3"" IPS RDE11 NARANJA AD";1A3;
Polietileno;10006545;"TUBERIA PE100 D 4"" IPS RDE11 NARANJA AD";1A3;
Estaciones;10006546;"CODO AC INOX D 1/4"" OD x 1/4"" OD";C.C.E4E;https://http2.mlstatic.com/D_NQ_NP_812671-MLM74424961420_022024-O.webp
Acometidas;10006547;"ELEVADOR LATON D 1/2"" IPS X 1/2"" NPTH";2B2;https://www.humcar.com/wp-content/uploads/2023/06/600046.jpg
Rep.Herra.Varios;10006553;"BISELADOR-CALIBRADOR TUBERIA D 2"" IPS";5A1;
Rep.Herra.Varios;10006554;REGULADOR SOLAR 6 AMP 12/24 VDC;C.C.E7A;
Rep.Herra.Varios;10006559;EXTENSION ELECTRICA 15 M 3X12 CON CAJA.;5B1;
Galvanizados;10006567;"VALVULA CR D 1/2"" NPT H-M x150 LB";2B1;
Internas;10006570;"MANOMETRO   30"" WC RECA- INO CAR 2-1/2""";C.C.E8A;https://i.ibb.co/Rks9mPHf/10006570.jpg
Rep.Herra.Varios;10006571;"BISELADOR-CALIBRADOR TUBERIA D 1/2"" CTS";5A1;
Estaciones;10006573;"VALVULA BOLA AC  D 1"" NPTH X 1500 LBS";5A1;
Rep.Herra.Varios;10006574;"CONECTOR NYLON D 1/2"" NPTM 4JWN4 ARLINGT";C.C.E2E;
Internas;10006585;UNION PEALPE 2025 x3/4 NPT MACHO;2A1;
Rep.Herra.Varios;10006741;FILTRO CARBON ACTIVADO BECKER P/N 22-230;C.C.E7D;
Acometidas;10006848;"ELEVADOR HIERRO GALV D3/4"" IPSX3/4"" NPTM";3B2;https://i.ibb.co/r2rcN4WF/10006848.jpg
Acero;10006850;"TAPON (CAP) AC CARBON D 10"" SCH40";6B2;https://tuvalrep.com.co/wp-content/uploads/2022/06/Cap-Acero-Carbon-1.webp
Acero;10006851;"BRIDA SLIP-ON AC FORJADO D 6"" ANSI 300";6B2;https://http2.mlstatic.com/D_649932-MLM92785269457_092025-C.jpg
Acero;10006852;"ESPARRAGO AC GR B7 D 1-1/8""X6-3/4"" LONG";3B4M1C;
Rep.Herra.Varios;10006856;SENALIZADOR TUBULAR 1.30 M CINTA REFLECT;1A1;
Polietileno;10006868;"ESPUMA CILINDRICA D 2.25"" LONG. 3.75""";5B1;
Polietileno;10006869;"ESPUMA CILINDRICA D 3.25"" LONG. 5.5""";5B1;
Galvanizados;10006938;"UNION UNIV GALV D 1"" NPT-H ASIENTO P";3A2;
Medidores;10006967;MEDID 450 M3H ROT 20 BAR ANSI150 G250 EP;C.M.R;https://i.ibb.co/sncGXr3/10006967.jpg
Rep.Herra.Varios;10006986;"BISELADOR D 1/2"" IPS X 3/4"" IPS";5A1;https://i.ibb.co/YTfyKs0n/10006986.jpg
Rep.Herra.Varios;10006987;"BISELADOR D 3/4"" IPS X 1"" IPS";5A1;
Polietileno;10006988;"SOCKET D 1"" IPS, SDR11 TERMOFUSION";5A1;
Polietileno;10006989;"SOCKET D 1/2"" CTS, SDR7 TERMOFUSION";5A1;https://i.ibb.co/VpbCkwdr/10006989.jpg
Polietileno;10006990;"SOCKET D 1/2"" IPS, SDR9,3 TERMOFUSION";5A1;https://i.ibb.co/pj6ZZMHf/10006990.jpg
Polietileno;10006991;"SOCKET D 2"" IPS, SDR11 TERMOFUSION";5A1;https://i.ibb.co/ZDCCvx9/10006991.jpg
Polietileno;10006992;"SOCKET D 3/4"" IPS, SDR11 TERMOFUSION";5A1;https://i.ibb.co/gbWKm652/10006992.jpg
Polietileno;10006995;"SOCKET D 4"" IPS. SDR11 TERMOFUSION";5A1;
Acero;10006996;TUBERIA AC D 10” API 5LX42 E=0.365 REV;COPEY;
Acero;10007000;"TEE AC SCH40 D 8"" PARA SOLDAR";6B2;https://www.baogangpipe.com/uploads/202128104/equal-tee-5-inch-carbon-steel-pipe-fitting01240943832.jpg
Acero;10007001;"CODO AC SCH40 D 8"" X 90 GR RADIO LARGO";6A2;
Medidores;10007006;MEDID 25 M3H ROT 16 BAR ANSI 150 G10;C.M.R;https://i.ibb.co/XZ2dxH9z/10007006.jpg
Medidores;10007007;MEDID 30 M3H ROT 16 BAR ANSI 150 G16;C.M.R;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5fM0JKiw05Op2trMGXbMKnmwK79TQyYSfFA&s
Estaciones;10007008;MODULO ENTRADA DIGITAL CORR EAGLE XARTU;C.C.E3B;
Estaciones;10007009;MODULO SALIDA DIGITAL CORR EAGLE XARTU;C.C.E3B;
Estaciones;10007011;CORRECT EAGLE MPPLUS  0-300 PSI C/INDEX;C.C.E9A;https://i.ibb.co/sp127cbz/10007011.jpg
Rep.Herra.Varios;10007012;RPTO. DETECT.FUGAS AMPLIF OPERACION;C.C.E1B;
Rep.Herra.Varios;10007015;RPTO. DETECT.FUGAS CAMARA DE COMBUSTION;C.C.E1B;
Rep.Herra.Varios;10007017;RPTO. DETECT.FUGAS INTERRUPTOR;C.C.E1B;
Rep.Herra.Varios;10007020;RPTO. DETECT.FUGAS SEGURO BATERIA;C.C.E1B;
Rep.Herra.Varios;10007021;RPTO. DETECT.FUGAS TES GAS 50 PPM;C.C.E1D;
Rep.Herra.Varios;10007023;RPTO. DETECT.FUGAS MODIFIED CHASIS;C.C.E1B;
Medidores;10007054;MEDID 650 M3H ROT16 BAR ANSI150 G400 EP;S.P.M;
Medidores;10007055;MEDID 650 M3H ROT 20 BAR ANSI150 G400 EP;C.M.R;
Medidores;10007058;MEDID 1000 M3H ROT 20BAR ANSI150 G650 EP;S.P.M;
Estaciones;10007099;VALV SOLENOIDE NEUM CONTROLADA ALTA P;5A1;
Estaciones;10007100;VALV SOLENOIDE NEUM CONTROLADA MEDIA P;C.C.E5D;https://i.ibb.co/Q3Df1GDr/10007100.jpg
Polietileno;10007102;POSTE SENALIZACION PLASTICO;3B3;https://i.ibb.co/zVf1KpXX/10007102.png
Reguladores;10007126;143-62-021-18 RESORTE REG SENSUS 143-80;C.C.E2C;
Estaciones;10007136;CORRECT EAGLE XARTU/1LDV1  0-300 C/INDEX;C.C.E6A;
Rep.Herra.Varios;10007139;"DESTORNILLADOR ESTRIA 3/16"" D X 10"" LONG";C.OF.P;
Rep.Herra.Varios;10007140;"DESTORNILLADOR PALA 3/8"" D X 8"" LONG";C.OF.P;
Acero;10007146;"TUBERIA AC D  8"" REV 3LPE API 5L X52";BD2;
Rep.Herra.Varios;10007156;JUEGO DESTORNILLADORES PRECISION 6 PZAS;C.OF.P;
Reguladores;10007177;REGULADOR ESTABIL PRESION HASTA 36 M3/H;5A1;
Estaciones;10007187;"CRUZ AC INOX 1/2"" OD";C.C.E4C;https://vishadforge.com/wp-content/uploads/2021/07/union-cross-1.jpg
